,,TIME,1971,2000
South Africa,Textile and leather,Fuel oil,0,0
South Africa,Textile and leather,Naphtha,0,0
South Africa,Textile and leather,White spirit & SBP,0,0
South Africa,Textile and leather,Lubricants,0,0
South Africa,Textile and leather,Bitumen,0,0
South Africa,Textile and leather,Paraffin waxes,0,0
South Africa,Textile and leather,Petroleum coke,0,0
South Africa,Textile and leather,Other oil products,0,0
South Africa,Textile and leather,Industrial waste,0,0
South Africa,Textile and leather,Municipal waste (renewable),0,0
South Africa,Textile and leather,Municipal waste (non-renewable),0,0
South Africa,Textile and leather,Primary solid biofuels,0,0
South Africa,Textile and leather,Biogases,0,0
South Africa,Textile and leather,Biogasoline,0,0
South Africa,Textile and leather,Biodiesels,0,0
South Africa,Textile and leather,Bio jet kerosene,0,0
South Africa,Textile and leather,Other liquid biofuels,0,0
South Africa,Textile and leather,Non-specified primary biofuels and waste,0,0
South Africa,Textile and leather,Charcoal,0,0
South Africa,Textile and leather,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Textile and leather,Heat output from non-specified combustible fuels,0,0
South Africa,Textile and leather,Nuclear,0,0
South Africa,Textile and leather,Hydro,0,0
South Africa,Textile and leather,Geothermal,0,0
South Africa,Textile and leather,Solar photovoltaics,0,0
South Africa,Textile and leather,Solar thermal,0,0
South Africa,Textile and leather,"Tide, wave and ocean",0,0
South Africa,Textile and leather,Wind,0,0
South Africa,Textile and leather,Other sources,0,0
South Africa,Textile and leather,Electricity,0,32
South Africa,Textile and leather,Heat,0,0
South Africa,Textile and leather,Total,0,33
South Africa,Textile and leather,Memo: Renewables,0,0
South Africa,Non-specified (industry),Hard coal (if no detail),322,x
South Africa,Non-specified (industry),Brown coal (if no detail),0,x
South Africa,Non-specified (industry),Anthracite,..,0
South Africa,Non-specified (industry),Coking coal,..,0
South Africa,Non-specified (industry),Other bituminous coal,..,2784
South Africa,Non-specified (industry),Sub-bituminous coal,..,0
South Africa,Non-specified (industry),Lignite,..,0
South Africa,Non-specified (industry),Patent fuel,0,0
South Africa,Non-specified (industry),Coke oven coke,0,0
South Africa,Non-specified (industry),Gas coke,0,0
South Africa,Non-specified (industry),Coal tar,0,0
South Africa,Non-specified (industry),BKB,0,0
South Africa,Non-specified (industry),Gas works gas,0,40
South Africa,Non-specified (industry),Coke oven gas,0,0
South Africa,Non-specified (industry),Blast furnace gas,0,0
South Africa,Non-specified (industry),Other recovered gases,0,0
South Africa,Non-specified (industry),Peat,0,0
South Africa,Non-specified (industry),Peat products,0,0
South Africa,Non-specified (industry),Oil shale and oil sands,0,0
South Africa,Non-specified (industry),Natural gas,0,0
South Africa,Non-specified (industry),Crude/NGL/feedstocks (if no detail),x,x
South Africa,Non-specified (industry),Crude oil,0,0
South Africa,Non-specified (industry),Natural gas liquids,0,0
South Africa,Non-specified (industry),Refinery feedstocks,0,0
South Africa,Non-specified (industry),Additives/blending components,0,0
South Africa,Non-specified (industry),Other hydrocarbons,0,0
South Africa,Non-specified (industry),Refinery gas,0,0
South Africa,Non-specified (industry),Ethane,0,0
South Africa,Non-specified (industry),Liquefied petroleum gases (LPG),0,0
South Africa,Non-specified (industry),Motor gasoline excl. biofuels,0,0
South Africa,Non-specified (industry),Aviation gasoline,0,0
South Africa,Non-specified (industry),Gasoline type jet fuel,0,0
South Africa,Non-specified (industry),Kerosene type jet fuel excl. biofuels,0,0
South Africa,Non-specified (industry),Other kerosene,0,129
South Africa,Non-specified (industry),Gas/diesel oil excl. biofuels,455,0
South Africa,Non-specified (industry),Fuel oil,828,577
South Africa,Non-specified (industry),Naphtha,54,0
South Africa,Non-specified (industry),White spirit & SBP,0,0
South Africa,Non-specified (industry),Lubricants,0,0
South Africa,Non-specified (industry),Bitumen,0,0
South Africa,Non-specified (industry),Paraffin waxes,0,0
South Africa,Non-specified (industry),Petroleum coke,0,0
South Africa,Non-specified (industry),Other oil products,0,0
South Africa,Non-specified (industry),Industrial waste,0,0
South Africa,Non-specified (industry),Municipal waste (renewable),0,0
South Africa,Non-specified (industry),Municipal waste (non-renewable),0,0
South Africa,Non-specified (industry),Primary solid biofuels,764,1515
South Africa,Non-specified (industry),Biogases,0,0
South Africa,Non-specified (industry),Biogasoline,0,0
South Africa,Non-specified (industry),Biodiesels,0,0
South Africa,Non-specified (industry),Bio jet kerosene,0,0
South Africa,Non-specified (industry),Other liquid biofuels,0,0
South Africa,Non-specified (industry),Non-specified primary biofuels and waste,0,0
South Africa,Non-specified (industry),Charcoal,0,0
South Africa,Non-specified (industry),Elec/heat output from non-specified manufactured gases,0,0
South Africa,Non-specified (industry),Heat output from non-specified combustible fuels,0,0
South Africa,Non-specified (industry),Nuclear,0,0
South Africa,Non-specified (industry),Hydro,0,0
South Africa,Non-specified (industry),Geothermal,0,0
South Africa,Non-specified (industry),Solar photovoltaics,0,0
South Africa,Non-specified (industry),Solar thermal,0,0
South Africa,Non-specified (industry),"Tide, wave and ocean",0,0
South Africa,Non-specified (industry),Wind,0,0
South Africa,Non-specified (industry),Other sources,0,0
South Africa,Non-specified (industry),Electricity,1126,3590
South Africa,Non-specified (industry),Heat,0,0
South Africa,Non-specified (industry),Total,3549,8635
South Africa,Non-specified (industry),Memo: Renewables,764,1515
South Africa,Transport,Hard coal (if no detail),3296,x
South Africa,Transport,Brown coal (if no detail),0,x
South Africa,Transport,Anthracite,..,0
South Africa,Transport,Coking coal,..,0
South Africa,Transport,Other bituminous coal,..,0
South Africa,Transport,Sub-bituminous coal,..,0
South Africa,Transport,Lignite,..,0
South Africa,Transport,Patent fuel,0,0
South Africa,Transport,Coke oven coke,0,0
South Africa,Transport,Gas coke,0,0
South Africa,Transport,Coal tar,0,0
South Africa,Transport,BKB,0,0
South Africa,Transport,Gas works gas,0,0
South Africa,Transport,Coke oven gas,0,0
South Africa,Transport,Blast furnace gas,0,0
South Africa,Transport,Other recovered gases,0,0
South Africa,Transport,Peat,0,0
South Africa,Transport,Peat products,0,0
South Africa,Transport,Oil shale and oil sands,0,0
South Africa,Transport,Natural gas,0,0
South Africa,Transport,Crude/NGL/feedstocks (if no detail),x,x
South Africa,Transport,Crude oil,0,0
South Africa,Transport,Natural gas liquids,0,0
South Africa,Transport,Refinery feedstocks,0,0
South Africa,Transport,Additives/blending components,0,0
South Africa,Transport,Other hydrocarbons,0,0
South Africa,Transport,Refinery gas,0,0
South Africa,Transport,Ethane,0,0
South Africa,Transport,Liquefied petroleum gases (LPG),0,2
South Africa,Transport,Motor gasoline excl. biofuels,3701,7702
South Africa,Transport,Aviation gasoline,0,0
South Africa,Transport,Gasoline type jet fuel,0,0
South Africa,Transport,Kerosene type jet fuel excl. biofuels,172,614
South Africa,Transport,Other kerosene,0,5
South Africa,Transport,Gas/diesel oil excl. biofuels,1423,3532
South Africa,Transport,Fuel oil,0,5
South Africa,Transport,Naphtha,0,0
South Africa,Transport,White spirit & SBP,0,0
South Africa,Transport,Lubricants,0,0
South Africa,Transport,Bitumen,0,0
South Africa,Transport,Paraffin waxes,0,0
South Africa,Transport,Petroleum coke,0,0
South Africa,Transport,Other oil products,0,0
South Africa,Transport,Industrial waste,0,0
South Africa,Transport,Municipal waste (renewable),0,0
South Africa,Transport,Municipal waste (non-renewable),0,0
South Africa,Transport,Primary solid biofuels,0,0
South Africa,Transport,Biogases,0,0
South Africa,Transport,Biogasoline,0,0
South Africa,Transport,Biodiesels,0,0
South Africa,Transport,Bio jet kerosene,0,0
South Africa,Transport,Other liquid biofuels,0,0
South Africa,Transport,Non-specified primary biofuels and waste,0,0
South Africa,Transport,Charcoal,0,0
South Africa,Transport,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Transport,Heat output from non-specified combustible fuels,0,0
South Africa,Transport,Nuclear,0,0
South Africa,Transport,Hydro,0,0
South Africa,Transport,Geothermal,0,0
South Africa,Transport,Solar photovoltaics,0,0
South Africa,Transport,Solar thermal,0,0
South Africa,Transport,"Tide, wave and ocean",0,0
South Africa,Transport,Wind,0,0
South Africa,Transport,Other sources,0,0
South Africa,Transport,Electricity,282,463
South Africa,Transport,Heat,0,0
South Africa,Transport,Total,8873,12323
South Africa,Transport,Memo: Renewables,0,0
South Africa,World aviation bunkers,Hard coal (if no detail),x,x
South Africa,World aviation bunkers,Brown coal (if no detail),x,x
South Africa,World aviation bunkers,Anthracite,x,x
South Africa,World aviation bunkers,Coking coal,x,x
South Africa,World aviation bunkers,Other bituminous coal,x,x
South Africa,World aviation bunkers,Sub-bituminous coal,x,x
South Africa,World aviation bunkers,Lignite,x,x
South Africa,World aviation bunkers,Patent fuel,x,x
South Africa,World aviation bunkers,Coke oven coke,x,x
South Africa,World aviation bunkers,Gas coke,x,x
South Africa,World aviation bunkers,Coal tar,x,x
South Africa,World aviation bunkers,BKB,x,x
South Africa,World aviation bunkers,Gas works gas,x,x
South Africa,World aviation bunkers,Coke oven gas,x,x
South Africa,World aviation bunkers,Blast furnace gas,x,x
South Africa,World aviation bunkers,Other recovered gases,x,x
South Africa,World aviation bunkers,Peat,x,x
South Africa,World aviation bunkers,Peat products,x,x
South Africa,World aviation bunkers,Oil shale and oil sands,x,x
South Africa,World aviation bunkers,Natural gas,x,x
South Africa,World aviation bunkers,Crude/NGL/feedstocks (if no detail),x,x
South Africa,World aviation bunkers,Crude oil,x,x
South Africa,World aviation bunkers,Natural gas liquids,x,x
South Africa,World aviation bunkers,Refinery feedstocks,x,x
South Africa,World aviation bunkers,Additives/blending components,x,x
South Africa,World aviation bunkers,Other hydrocarbons,x,x
South Africa,World aviation bunkers,Refinery gas,x,x
South Africa,World aviation bunkers,Ethane,x,x
South Africa,World aviation bunkers,Liquefied petroleum gases (LPG),x,x
South Africa,World aviation bunkers,Motor gasoline excl. biofuels,x,x
South Africa,World aviation bunkers,Aviation gasoline,x,x
South Africa,World aviation bunkers,Gasoline type jet fuel,x,x
South Africa,World aviation bunkers,Kerosene type jet fuel excl. biofuels,x,x
South Africa,World aviation bunkers,Other kerosene,x,x
South Africa,World aviation bunkers,Gas/diesel oil excl. biofuels,x,x
South Africa,World aviation bunkers,Fuel oil,x,x
South Africa,World aviation bunkers,Naphtha,x,x
South Africa,World aviation bunkers,White spirit & SBP,x,x
South Africa,World aviation bunkers,Lubricants,x,x
South Africa,World aviation bunkers,Bitumen,x,x
South Africa,World aviation bunkers,Paraffin waxes,x,x
South Africa,World aviation bunkers,Petroleum coke,x,x
South Africa,World aviation bunkers,Other oil products,x,x
South Africa,World aviation bunkers,Industrial waste,x,x
South Africa,World aviation bunkers,Municipal waste (renewable),x,x
South Africa,World aviation bunkers,Municipal waste (non-renewable),x,x
South Africa,World aviation bunkers,Primary solid biofuels,x,x
South Africa,World aviation bunkers,Biogases,x,x
South Africa,World aviation bunkers,Biogasoline,x,x
South Africa,World aviation bunkers,Biodiesels,x,x
South Africa,World aviation bunkers,Bio jet kerosene,x,x
South Africa,World aviation bunkers,Other liquid biofuels,x,x
South Africa,World aviation bunkers,Non-specified primary biofuels and waste,x,x
South Africa,World aviation bunkers,Charcoal,x,x
South Africa,World aviation bunkers,Elec/heat output from non-specified manufactured gases,x,x
South Africa,World aviation bunkers,Heat output from non-specified combustible fuels,x,x
South Africa,World aviation bunkers,Nuclear,x,x
South Africa,World aviation bunkers,Hydro,x,x
South Africa,World aviation bunkers,Geothermal,x,x
South Africa,World aviation bunkers,Solar photovoltaics,x,x
South Africa,World aviation bunkers,Solar thermal,x,x
South Africa,World aviation bunkers,"Tide, wave and ocean",x,x
South Africa,World aviation bunkers,Wind,x,x
South Africa,World aviation bunkers,Other sources,x,x
South Africa,World aviation bunkers,Electricity,x,x
South Africa,World aviation bunkers,Heat,x,x
South Africa,World aviation bunkers,Total,x,x
South Africa,World aviation bunkers,Memo: Renewables,x,x
South Africa,Domestic aviation,Hard coal (if no detail),0,x
South Africa,Domestic aviation,Brown coal (if no detail),0,x
South Africa,Domestic aviation,Anthracite,..,0
South Africa,Domestic aviation,Coking coal,..,0
South Africa,Domestic aviation,Other bituminous coal,..,0
South Africa,Domestic aviation,Sub-bituminous coal,..,0
South Africa,Domestic aviation,Lignite,..,0
South Africa,Domestic aviation,Patent fuel,0,0
South Africa,Domestic aviation,Coke oven coke,0,0
South Africa,Domestic aviation,Gas coke,0,0
South Africa,Domestic aviation,Coal tar,0,0
South Africa,Domestic aviation,BKB,0,0
South Africa,Domestic aviation,Gas works gas,0,0
South Africa,Domestic aviation,Coke oven gas,0,0
South Africa,Domestic aviation,Blast furnace gas,0,0
South Africa,Domestic aviation,Other recovered gases,0,0
South Africa,Domestic aviation,Peat,0,0
South Africa,Domestic aviation,Peat products,0,0
South Africa,Domestic aviation,Oil shale and oil sands,0,0
South Africa,Domestic aviation,Natural gas,0,0
South Africa,Domestic aviation,Crude/NGL/feedstocks (if no detail),x,x
South Africa,Domestic aviation,Crude oil,0,0
South Africa,Domestic aviation,Natural gas liquids,0,0
South Africa,Domestic aviation,Refinery feedstocks,0,0
South Africa,Domestic aviation,Additives/blending components,0,0
South Africa,Domestic aviation,Other hydrocarbons,0,0
South Africa,Domestic aviation,Refinery gas,0,0
South Africa,Domestic aviation,Ethane,0,0
South Africa,Domestic aviation,Liquefied petroleum gases (LPG),0,0
South Africa,Domestic aviation,Motor gasoline excl. biofuels,0,0
South Africa,Domestic aviation,Aviation gasoline,0,0
South Africa,Domestic aviation,Gasoline type jet fuel,0,0
South Africa,Domestic aviation,Kerosene type jet fuel excl. biofuels,172,614
South Africa,Domestic aviation,Other kerosene,0,0
South Africa,Domestic aviation,Gas/diesel oil excl. biofuels,0,0
South Africa,Domestic aviation,Fuel oil,0,0
South Africa,Domestic aviation,Naphtha,0,0
South Africa,Domestic aviation,White spirit & SBP,0,0
South Africa,Domestic aviation,Lubricants,0,0
South Africa,Domestic aviation,Bitumen,0,0
South Africa,Domestic aviation,Paraffin waxes,0,0
South Africa,Domestic aviation,Petroleum coke,0,0
South Africa,Domestic aviation,Other oil products,0,0
South Africa,Domestic aviation,Industrial waste,0,0
South Africa,Domestic aviation,Municipal waste (renewable),0,0
South Africa,Domestic aviation,Municipal waste (non-renewable),0,0
South Africa,Domestic aviation,Primary solid biofuels,0,0
South Africa,Domestic aviation,Biogases,0,0
South Africa,Domestic aviation,Biogasoline,0,0
South Africa,Domestic aviation,Biodiesels,0,0
South Africa,Domestic aviation,Bio jet kerosene,0,0
South Africa,Domestic aviation,Other liquid biofuels,0,0
South Africa,Domestic aviation,Non-specified primary biofuels and waste,0,0
South Africa,Domestic aviation,Charcoal,0,0
South Africa,Domestic aviation,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Domestic aviation,Heat output from non-specified combustible fuels,0,0
South Africa,Domestic aviation,Nuclear,0,0
South Africa,Domestic aviation,Hydro,0,0
South Africa,Domestic aviation,Geothermal,0,0
South Africa,Domestic aviation,Solar photovoltaics,0,0
South Africa,Domestic aviation,Solar thermal,0,0
South Africa,Domestic aviation,"Tide, wave and ocean",0,0
South Africa,Domestic aviation,Wind,0,0
South Africa,Domestic aviation,Other sources,0,0
South Africa,Domestic aviation,Electricity,0,0
South Africa,Domestic aviation,Heat,0,0
South Africa,Domestic aviation,Total,172,614
South Africa,Domestic aviation,Memo: Renewables,0,0
South Africa,Road,Hard coal (if no detail),0,x
South Africa,Road,Brown coal (if no detail),0,x
South Africa,Road,Anthracite,..,0
South Africa,Road,Coking coal,..,0
South Africa,Road,Other bituminous coal,..,0
South Africa,Road,Sub-bituminous coal,..,0
South Africa,Road,Lignite,..,0
South Africa,Road,Patent fuel,0,0
South Africa,Road,Coke oven coke,0,0
South Africa,Road,Gas coke,0,0
South Africa,Road,Coal tar,0,0
South Africa,Road,BKB,0,0
South Africa,Road,Gas works gas,0,0
South Africa,Road,Coke oven gas,0,0
South Africa,Road,Blast furnace gas,0,0
South Africa,Road,Other recovered gases,0,0
South Africa,Road,Peat,0,0
South Africa,Road,Peat products,0,0
South Africa,Road,Oil shale and oil sands,0,0
South Africa,Road,Natural gas,0,0
South Africa,Road,Crude/NGL/feedstocks (if no detail),x,x
South Africa,Road,Crude oil,0,0
South Africa,Road,Natural gas liquids,0,0
South Africa,Road,Refinery feedstocks,0,0
South Africa,Road,Additives/blending components,0,0
South Africa,Road,Other hydrocarbons,0,0
South Africa,Road,Refinery gas,0,0
South Africa,Road,Ethane,0,0
South Africa,Road,Liquefied petroleum gases (LPG),0,0
South Africa,Road,Motor gasoline excl. biofuels,3701,7700
South Africa,Road,Aviation gasoline,0,0
South Africa,Road,Gasoline type jet fuel,0,0
South Africa,Road,Kerosene type jet fuel excl. biofuels,0,0
South Africa,Road,Other kerosene,0,0
South Africa,Road,Gas/diesel oil excl. biofuels,1423,3346
South Africa,Road,Fuel oil,0,1
South Africa,Road,Naphtha,0,0
South Africa,Road,White spirit & SBP,0,0
South Africa,Road,Lubricants,0,0
South Africa,Road,Bitumen,0,0
South Africa,Road,Paraffin waxes,0,0
South Africa,Road,Petroleum coke,0,0
South Africa,Road,Other oil products,0,0
South Africa,Road,Industrial waste,0,0
South Africa,Road,Municipal waste (renewable),0,0
South Africa,Road,Municipal waste (non-renewable),0,0
South Africa,Road,Primary solid biofuels,0,0
South Africa,Road,Biogases,0,0
South Africa,Road,Biogasoline,0,0
South Africa,Road,Biodiesels,0,0
South Africa,Road,Bio jet kerosene,0,0
South Africa,Road,Other liquid biofuels,0,0
South Africa,Road,Non-specified primary biofuels and waste,0,0
South Africa,Road,Charcoal,0,0
South Africa,Road,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Road,Heat output from non-specified combustible fuels,0,0
South Africa,Road,Nuclear,0,0
South Africa,Road,Hydro,0,0
South Africa,Road,Geothermal,0,0
South Africa,Road,Solar photovoltaics,0,0
South Africa,Road,Solar thermal,0,0
South Africa,Road,"Tide, wave and ocean",0,0
South Africa,Road,Wind,0,0
South Africa,Road,Other sources,0,0
South Africa,Road,Electricity,0,3
South Africa,Road,Heat,0,0
South Africa,Road,Total,5124,11049
South Africa,Road,Memo: Renewables,0,0
South Africa,Rail,Hard coal (if no detail),3296,x
South Africa,Rail,Brown coal (if no detail),0,x
South Africa,Rail,Anthracite,..,0
South Africa,Rail,Coking coal,..,0
South Africa,Rail,Other bituminous coal,..,0
South Africa,Rail,Sub-bituminous coal,..,0
South Africa,Rail,Lignite,..,0
South Africa,Rail,Patent fuel,0,0
South Africa,Rail,Coke oven coke,0,0
South Africa,Rail,Gas coke,0,0
South Africa,Rail,Coal tar,0,0
South Africa,Rail,BKB,0,0
South Africa,Rail,Gas works gas,0,0
South Africa,Rail,Coke oven gas,0,0
South Africa,Rail,Blast furnace gas,0,0
South Africa,Rail,Other recovered gases,0,0
South Africa,Rail,Peat,0,0
South Africa,Rail,Peat products,0,0
South Africa,Rail,Oil shale and oil sands,0,0
South Africa,Rail,Natural gas,0,0
South Africa,Rail,Crude/NGL/feedstocks (if no detail),x,x
South Africa,Rail,Crude oil,0,0
South Africa,Rail,Natural gas liquids,0,0
South Africa,Rail,Refinery feedstocks,0,0
South Africa,Rail,Additives/blending components,0,0
South Africa,Rail,Other hydrocarbons,0,0
South Africa,Rail,Refinery gas,0,0
South Africa,Rail,Ethane,0,0
South Africa,Rail,Liquefied petroleum gases (LPG),0,1
South Africa,Rail,Motor gasoline excl. biofuels,0,2
South Africa,Rail,Aviation gasoline,0,0
South Africa,Rail,Gasoline type jet fuel,0,0
South Africa,Rail,Kerosene type jet fuel excl. biofuels,0,0
South Africa,Rail,Other kerosene,0,0
South Africa,Rail,Gas/diesel oil excl. biofuels,0,187
South Africa,Rail,Fuel oil,0,4
South Africa,Rail,Naphtha,0,0
South Africa,Rail,White spirit & SBP,0,0
South Africa,Rail,Lubricants,0,0
South Africa,Rail,Bitumen,0,0
South Africa,Rail,Paraffin waxes,0,0
South Africa,Rail,Petroleum coke,0,0
South Africa,Rail,Other oil products,0,0
South Africa,Rail,Industrial waste,0,0
South Africa,Rail,Municipal waste (renewable),0,0
South Africa,Rail,Municipal waste (non-renewable),0,0
South Africa,Rail,Primary solid biofuels,0,0
South Africa,Rail,Biogases,0,0
South Africa,Rail,Biogasoline,0,0
South Africa,Rail,Biodiesels,0,0
South Africa,Rail,Bio jet kerosene,0,0
South Africa,Rail,Other liquid biofuels,0,0
South Africa,Rail,Non-specified primary biofuels and waste,0,0
South Africa,Rail,Charcoal,0,0
South Africa,Rail,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Rail,Heat output from non-specified combustible fuels,0,0
South Africa,Rail,Nuclear,0,0
South Africa,Rail,Hydro,0,0
South Africa,Rail,Geothermal,0,0
South Africa,Rail,Solar photovoltaics,0,0
South Africa,Rail,Solar thermal,0,0
South Africa,Rail,"Tide, wave and ocean",0,0
South Africa,Rail,Wind,0,0
South Africa,Rail,Other sources,0,0
South Africa,Rail,Electricity,230,295
South Africa,Rail,Heat,0,0
South Africa,Rail,Total,3526,489
South Africa,Rail,Memo: Renewables,0,0
South Africa,Pipeline transport,Hard coal (if no detail),0,x
South Africa,Pipeline transport,Brown coal (if no detail),0,x
South Africa,Pipeline transport,Anthracite,..,0
South Africa,Pipeline transport,Coking coal,..,0
South Africa,Pipeline transport,Other bituminous coal,..,0
South Africa,Pipeline transport,Sub-bituminous coal,..,0
South Africa,Pipeline transport,Lignite,..,0
South Africa,Pipeline transport,Patent fuel,0,0
South Africa,Pipeline transport,Coke oven coke,0,0
South Africa,Pipeline transport,Gas coke,0,0
South Africa,Pipeline transport,Coal tar,0,0
South Africa,Pipeline transport,BKB,0,0
South Africa,Pipeline transport,Gas works gas,0,0
South Africa,Pipeline transport,Coke oven gas,0,0
South Africa,Pipeline transport,Blast furnace gas,0,0
South Africa,Pipeline transport,Other recovered gases,0,0
South Africa,Pipeline transport,Peat,0,0
South Africa,Pipeline transport,Peat products,0,0
South Africa,Pipeline transport,Oil shale and oil sands,0,0
South Africa,Pipeline transport,Natural gas,0,0
South Africa,Pipeline transport,Crude/NGL/feedstocks (if no detail),x,x
South Africa,Pipeline transport,Crude oil,0,0
South Africa,Pipeline transport,Natural gas liquids,0,0
South Africa,Pipeline transport,Refinery feedstocks,0,0
South Africa,Pipeline transport,Additives/blending components,0,0
South Africa,Pipeline transport,Other hydrocarbons,0,0
South Africa,Pipeline transport,Refinery gas,0,0
South Africa,Pipeline transport,Ethane,0,0
South Africa,Pipeline transport,Liquefied petroleum gases (LPG),0,0
South Africa,Pipeline transport,Motor gasoline excl. biofuels,0,0
South Africa,Pipeline transport,Aviation gasoline,0,0
South Africa,Pipeline transport,Gasoline type jet fuel,0,0
South Africa,Pipeline transport,Kerosene type jet fuel excl. biofuels,0,0
South Africa,Pipeline transport,Other kerosene,0,0
South Africa,Pipeline transport,Gas/diesel oil excl. biofuels,0,0
South Africa,Pipeline transport,Fuel oil,0,0
South Africa,Pipeline transport,Naphtha,0,0
South Africa,Pipeline transport,White spirit & SBP,0,0
South Africa,Pipeline transport,Lubricants,0,0
South Africa,Pipeline transport,Bitumen,0,0
South Africa,Pipeline transport,Paraffin waxes,0,0
South Africa,Pipeline transport,Petroleum coke,0,0
South Africa,Pipeline transport,Other oil products,0,0
South Africa,Pipeline transport,Industrial waste,0,0
South Africa,Pipeline transport,Municipal waste (renewable),0,0
South Africa,Pipeline transport,Municipal waste (non-renewable),0,0
South Africa,Pipeline transport,Primary solid biofuels,0,0
South Africa,Pipeline transport,Biogases,0,0
South Africa,Pipeline transport,Biogasoline,0,0
South Africa,Pipeline transport,Biodiesels,0,0
South Africa,Pipeline transport,Bio jet kerosene,0,0
South Africa,Pipeline transport,Other liquid biofuels,0,0
South Africa,Pipeline transport,Non-specified primary biofuels and waste,0,0
South Africa,Pipeline transport,Charcoal,0,0
South Africa,Pipeline transport,Elec/heat output from non-specified manufactured gases,0,0
South Africa,Pipeline transport,Heat output from non-specified combustible fuels,0,0
South Africa,Pipeline transport,Nuclear,0,0
South Africa,Pipeline transport,Hydro,0,0
South Africa,Pipeline transport,Geothermal,0,0
South Africa,Pipeline transport,Solar photovoltaics,0,0
South Africa,Pipeline transport,Solar thermal,0,0
South Africa,Pipeline transport,"Tide, wave and ocean",0,0
South Africa,Pipeline transport,Wind,0,0
South Africa,Pipeline transport,Other sources,0,0
South Africa,Pipeline transport,Electricity,0,5
South Africa,Pipeline transport,Heat,0,0
South Africa,Pipeline transport,Total,0,5
South Africa,Pipeline transport,Memo: Renewables,0,0
South Africa,World marine bunkers,Hard coal (if no detail),x,x
South Africa,World marine bunkers,Brown coal (if no detail),x,x
South Africa,World marine bunkers,Anthracite,x,x
South Africa,World marine bunkers,Coking coal,x,x
South Africa,World marine bunkers,Other bituminous coal,x,x
South Africa,World marine bunkers,Sub-bituminous coal,x,x
South Africa,World marine bunkers,Lignite,x,x
South Africa,World marine bunkers,Patent fuel,x,x
South Africa,World marine bunkers,Coke oven coke,x,x
South Africa,World marine bunkers,Gas coke,x,x
South Africa,World marine bunkers,Coal tar,x,x
South Africa,World marine bunkers,BKB,x,x
South Africa,World marine bunkers,Gas works gas,x,x
South Africa,World marine bunkers,Coke oven gas,x,x
South Africa,World marine bunkers,Blast furnace gas,x,x
South Africa,World marine bunkers,Other recovered gases,x,x
South Africa,World marine bunkers,Peat,x,x
South Africa,World marine bunkers,Peat products,x,x
South Africa,World marine bunkers,Oil shale and oil sands,x,x
South Africa,World marine bunkers,Natural gas,x,x
South Africa,World marine bunkers,Crude/NGL/feedstocks (if no detail),x,x
South Africa,World marine bunkers,Crude oil,x,x
South Africa,World marine bunkers,Natural gas liquids,x,x
South Africa,World marine bunkers,Refinery feedstocks,x,x
South Africa,World marine bunkers,Additives/blending components,x,x
South Africa,World marine bunkers,Other hydrocarbons,x,x
South Africa,World marine bunkers,Refinery gas,x,x
South Africa,World marine bunkers,Ethane,x,x
South Africa,World marine bunkers,Liquefied petroleum gases (LPG),x,x
South Africa,World marine bunkers,Motor gasoline excl. biofuels,x,x
South Africa,World marine bunkers,Aviation gasoline,x,x
South Africa,World marine bunkers,Gasoline type jet fuel,x,x
South Africa,World marine bunkers,Kerosene type jet fuel excl. biofuels,x,x
South Africa,World marine bunkers,Other kerosene,x,x
South Africa,World marine bunkers,Gas/diesel oil excl. biofuels,x,x
South Africa,World marine bunkers,Fuel oil,x,x
South Africa,World marine bunkers,Naphtha,x,x
South Africa,World marine bunkers,White spirit & SBP,x,x
South Africa,World marine bunkers,Lubricants,x,x
South Africa,World marine bunkers,Bitumen,x,x
South Africa,World marine bunkers,Paraffin waxes,x,x
South Africa,World marine bunkers,Petroleum coke,x,x
South Africa,World marine bunkers,Other oil products,x,x
South Africa,World marine bunkers,Industrial waste,x,x
South Africa,World marine bunkers,Municipal waste (renewable),x,x
South Africa,World marine bunkers,Municipal waste (non-renewable),x,x
South Africa,World marine bunkers,Primary solid biofuels,x,x
South Africa,World marine bunkers,Biogases,x,x
South Africa,World marine bunkers,Biogasoline,x,x
South Africa,World marine bunkers,Biodiesels,x,x
South Africa,World marine bunkers,Bio jet kerosene,x,x
South Africa,World marine bunkers,Other liquid biofuels,x,x
South Africa,World marine bunkers,Non-specified primary biofuels and waste,x,x
South Africa,World marine bunkers,Charcoal,x,x
South Africa,World marine bunkers,Elec/heat output from non-specified manufactured gases,x,x
South Africa,World marine bunkers,Heat output from non-specified combustible fuels,x,x
South Africa,World marine bunkers,Nuclear,x,x
South Africa,World marine bunkers,Hydro,x,x
South Africa,World marine bunkers,Geothermal,x,x
South Africa,World marine bunkers,Solar photovoltaics,x,x
South Africa,World marine bunkers,Solar thermal,x,x
South Africa,World marine bunkers,"Tide, wave and ocean",x,x
South Africa,World marine bunkers,Wind,x,x
South Africa,World marine bunkers,Other sources,x,x
South Africa,World marine bunkers,Electricity,x,x
South Africa,World marine bunkers,Heat,x,x
South Africa,World marine bunkers,Total,x,x
